Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23
The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
Yoshi's Cookie,NES,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
Beyond Oasis,GEN,1993,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8
Classic Road,SNES,1993,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45
Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2
Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15
Dynamite Headdy,GEN,1993,Platform,Sega,0.0,0.0,0.05,0.0,0.05
Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07
Fatal Fury 2,SNES,1993,Fighting,Takara,0.0,0.0,0.45,0.0,0.45
Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
J-League Soccer: Prime Goal,SNES,1993,Sports,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,0.0,0.0,0.19,0.0,0.19
Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0.0,0.01,0.36
Keiba Eight Special,SNES,1993,Sports,Misawa,0.0,0.0,0.05,0.0,0.05
Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
Lethal Enforcers,SNES,1993,Shooter,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
Mario & Wario,SNES,1993,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49
Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0.0,0.18
Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93
Ninja Warriors,SNES,1993,Action,Titus,0.0,0.0,0.07,0.0,0.07
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62
Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.11
Rock N' Roll Racing,SNES,1993,Racing,Interplay,0.0,0.0,0.01,0.0,0.01
Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17
Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
Samurai Shodown,NG,1993,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32
Shining Force II,GEN,1993,Strategy,Sega,0.0,0.0,0.19,0.0,0.19
Sonic CD,SCD,1993,Platform,Sega,1.0,0.36,0.09,0.05,1.5
Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0.0,0.0,0.07,0.0,0.07
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07
Stunt Race FX,SNES,1993,Racing,Nintendo,0.0,0.0,0.35,0.0,0.35
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06
Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55
Super Power League,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7
Super Street Fighter II,GEN,1993,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0
Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14
Thoroughbred Breeder,SNES,1993,Simulation,Hect,0.0,0.0,0.19,0.0,0.19
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53
Winning Post,SNES,1993,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12
Breath of Fire II,SNES,1994,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
Center Ring Boxing,SAT,1994,Fighting,JVC,0.0,0.0,0.12,0.0,0.12
Clockwork Knight,SAT,1994,Platform,Sega,0.0,0.0,0.09,0.0,0.09
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
Daytona USA,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55
Decathlete,SAT,1994,Sports,Sega,0.0,0.0,0.3,0.0,0.3
Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3
Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08
Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0.0,0.0,0.2,0.0,0.2
ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
EarthBound,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
F1 Challenge,SAT,1994,Racing,Sega,0.0,0.0,0.18,0.0,0.18
Fatal Fury Special,SNES,1994,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
Final Fantasy I & II,NES,1994,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7
First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0.0,0.0,0.25,0.0,0.25
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04
Gale Racer,SAT,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.05
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0.0,0.0,0.05,0.0,0.05
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
Golden Axe: The Duel,SAT,1994,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0.0,0.0,0.05,0.0,0.05
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29
J-League Pro Striker 2,GEN,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
King's Field (Japan),PS,1994,Role-Playing,From Software,0.0,0.0,0.08,0.01,0.08
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14
Majin Tensei,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08
Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53
Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
Myst,SAT,1994,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
Parodius,PS,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33
Pebble Beach Golf Links,SAT,1994,Sports,Sega,0.0,0.0,0.02,0.0,0.02
Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0.0,0.0,0.03,0.0,0.03
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.06
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
Samurai Shodown,SNES,1994,Fighting,Takara,0.0,0.0,0.4,0.0,0.4
Samurai Shodown II,NG,1994,Fighting,SNK,0.0,0.0,0.25,0.0,0.25
Samurai Spirits (CD),NG,1994,Fighting,SNK,0.0,0.0,0.2,0.0,0.2
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16
Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
Shining Force CD,SCD,1994,Strategy,Sega,0.0,0.0,0.14,0.0,0.14
SimCity 2000,SAT,1994,Simulation,Sega,0.0,0.0,0.28,0.0,0.28
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
Slayers,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
Space Invaders,SNES,1994,Shooter,Taito,0.0,0.0,0.46,0.0,0.46
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36
Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0.0,0.0,0.91,0.0,0.91
Super Power League 2,SNES,1994,Sports,Hudson Soft,0.0,0.0,0.33,0.0,0.33
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
The King of Fighters '94,NG,1994,Fighting,SNK,0.0,0.0,0.12,0.0,0.12
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23
Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
Theme Park,SAT,1994,Simulation,Electronic Arts,0.0,0.0,0.08,0.0,0.08
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27
ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19
Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
Virtua Racing,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0.0,0.11,2.08
Wing Arms,SAT,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0.0,0.0,0.02,0.0,0.02
World Series Baseball,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
Worldwide Soccer,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0.0,0.0,0.08,0.0,0.08
Zero4 Champ RR,SNES,1994,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06
A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11
Baku Baku,SAT,1995,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.08
Blazing Heroes,SAT,1995,Role-Playing,Sega,0.0,0.0,0.3,0.0,0.3
Block Kuzushi,SNES,1995,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
Boxer's Road,PS,1995,Fighting,New,0.0,0.0,0.33,0.02,0.36
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
Castlevania Dracula X,SNES,1995,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31
Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0.0,0.0,0.42,0.0,0.42
Cyberia,PS,1995,Action,Interplay,0.05,0.03,0.0,0.01,0.09
D,PS,1995,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11
Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0.0,0.0,0.38,0.0,0.38
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1
Darius II,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14
DefCon 5,PS,1995,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07
Derby Jockey 2,SNES,1995,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15
Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9
Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
Doki Oki,PS,1995,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15
Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
Doukyuusei,TG16,1995,Adventure,NEC,0.0,0.0,0.14,0.0,0.14
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
Dragon Ball Z: Shin Butouden,SAT,1995,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
Fighting Vipers,SAT,1995,Fighting,Sega,0.0,0.0,0.4,0.0,0.4
Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27
Front Mission,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6
GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
Gameboy Gallery,GB,1995,Misc,Nintendo,0.0,0.0,0.3,0.0,0.3
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1
Guardian Heroes,SAT,1995,Role-Playing,Sega,0.0,0.0,0.29,0.0,0.29
GunGriffon,SAT,1995,Simulation,Sega,0.0,0.0,0.19,0.0,0.19
Gunbird,SAT,1995,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
Hang On GP,SAT,1995,Racing,Sega,0.0,0.0,0.07,0.0,0.07
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03
Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.0,0.0,0.12,0.0,0.12
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1
In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
Iron Storm,SAT,1995,Shooter,Sega,0.0,0.0,0.34,0.0,0.34
J-League Excite Stage '95,SNES,1995,Sports,Epoch,0.0,0.0,0.45,0.0,0.45
J-League Victory Goal,SAT,1995,Sports,Sega,0.0,0.0,0.15,0.0,0.15
Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
